Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NJ
08012,NJ,5.75,,10/15/2014,,
08904,NJ,5.405,,08/18/2014,,
08088,NJ,8.33,,07/11/2014,,
08003,NJ,12.495,,11/04/2014,,
08730,NJ,8.25,,10/09/2014,,
08879,NJ,3.825,,10/27/2014,,
08844,NJ,10.5,,11/03/2014,,
08322,NJ,11.925,,11/20/2014,,
08094,NJ,7.14,,08/01/2014,,
08003,NJ,8.16,,11/17/2014,,
08723,NJ,4,,08/19/2014,,
07726,NJ,12,,09/19/2014,,
08003,NJ,10.2,,10/01/2014,,
08046,NJ,12.75,,09/24/2014,,
08054,NJ,11.22,,12/03/2014,,
08759,NJ,5.355,,10/01/2014,,
08079,NJ,9.36,,11/11/2014,,
08201,NJ,17.595,,11/12/2014,,
07452,NJ,3.25,,11/26/2014,,
08873,NJ,3.06,,11/03/2014,,
08002,NJ,4.08,,09/17/2014,,
08031,NJ,6.885,,11/04/2014,,
08205,NJ,5.88,,03/25/2014,,
08005,NJ,7.5,,05/21/2014,,
08015,NJ,10.965,,06/10/2014,,
08817,NJ,4.08,,10/14/2014,,
08536,NJ,8.64,,06/24/2014,,
07040,NJ,4.25,,12/01/2014,,
07737,NJ,9.18,,12/11/2014,,
08332,NJ,9.5,,08/26/2014,,
08757,NJ,5.355,,10/31/2014,,
08094,NJ,7.83,,12/01/2014,,
08094,NJ,11.25,,06/24/2014,,
08204,NJ,2,,06/27/2014,,
08759,NJ,13.5,,05/07/2014,,
08902,NJ,4,,10/14/2014,,
08234,NJ,15.12,,12/31/2014,,
08080,NJ,5.5,,10/17/2014,,
08835,NJ,6.885,,11/04/2014,,
07801,NJ,7.14,,09/19/2014,,
08724,NJ,8,,04/04/2014,,
08520,NJ,11.5,,07/28/2014,,
08096,NJ,13.5,,06/09/2014,,
08215,NJ,14.88,,04/14/2014,,
07078,NJ,6.25,,10/10/2014,,
07067,NJ,8.16,,10/23/2014,,
08757,NJ,6.12,,11/13/2014,,
08844,NJ,3.43,,03/11/2014,,
08330,NJ,7.5,,09/15/2014,,
08081,NJ,5.355,,12/11/2014,,
07208,NJ,5.145,,04/01/2014,,
07762,NJ,7.25,,06/13/2014,,
08820,NJ,7.5,,12/08/2014,,
08084,NJ,11,,05/20/2014,,
07438,NJ,3.75,,11/07/2014,,
08527,NJ,12.96,,11/06/2014,,
08046,NJ,6.5,,07/30/2014,,
08107,NJ,7,,03/25/2014,,
08037,NJ,13.33,,05/05/2014,,
08081,NJ,7.25,,07/22/2014,,
08204,NJ,9.945,,05/13/2014,,
08081,NJ,8.502,,12/26/2014,,
07731,NJ,8.25,,09/30/2014,,
08022,NJ,6.375,,08/15/2014,,
07076,NJ,3.675,,04/11/2014,,
08330,NJ,8.75,,09/26/2014,,
08054,NJ,4.25,,08/20/2014,,
07005,NJ,4.86,,09/25/2014,,
08021,NJ,6.375,,12/23/2014,,
08201,NJ,11.22,,10/15/2014,,
08330,NJ,6.12,,10/14/2014,,
08873,NJ,8.67,,11/03/2014,,
08049,NJ,5.1,,11/26/2014,,
08322,NJ,15.25,,07/14/2014,,
07821,NJ,4.75,,12/23/2014,,
08628,NJ,10.5,,10/06/2014,,
07055,NJ,6.12,,09/30/2014,,
07646,NJ,6.25,,10/22/2014,,
08234,NJ,9.01,,09/24/2014,,
08085,NJ,13.734,,12/19/2014,,
08234,NJ,13.26,,10/08/2014,,
07644,NJ,7,,11/06/2014,,
07728,NJ,7.02,,11/06/2014,,
08854,NJ,7.905,,08/08/2014,,
08037,NJ,10.5,,12/08/2014,,
07081,NJ,6.5,,10/28/2014,,
08230,NJ,14.5,,08/01/2014,,
08244,NJ,10,,11/25/2014,,
08722,NJ,5,,09/23/2014,,
08094,NJ,8.925,,10/02/2014,,
07801,NJ,4.59,,08/15/2014,,
08527,NJ,3.78,,10/15/2014,,
08854,NJ,8.085,,08/12/2014,,
08330,NJ,7.14,,09/26/2014,,
08053,NJ,10.965,,08/12/2014,,
08759,NJ,4,,09/30/2014,,
07735,NJ,10.5,,08/25/2014,,
08527,NJ,8.415,,10/16/2014,,
08054,NJ,14.75,,08/15/2014,,
08031,NJ,5.39,,05/16/2014,,
08085,NJ,6,,11/13/2014,,
07712,NJ,7.25,,06/09/2014,,
08723,NJ,8,,04/24/2014,,
08690,NJ,9.35,,12/08/2014,,
08043,NJ,9.75,,10/02/2014,,
08096,NJ,4.5,,11/07/2014,,
08012,NJ,7.14,,12/26/2014,,
08332,NJ,4.335,,08/08/2014,,
07005,NJ,4.5,,07/10/2014,,
08721,NJ,4.845,,11/07/2014,,
08833,NJ,15.5,,10/08/2014,,
07050,NJ,2.805,,05/16/2014,,
08722,NJ,7.83,,10/28/2014,,
07764,NJ,13,,12/09/2014,,
07465,NJ,7,,08/07/2014,,
08053,NJ,6.12,,11/04/2014,,
08046,NJ,7.395,,09/05/2014,,
07109,NJ,3.185,,04/04/2014,,
07090,NJ,6.5,,03/17/2014,,
08205,NJ,11.5,,11/06/2014,,
08816,NJ,5.25,,09/19/2014,,
08098,NJ,12.24,,12/23/2014,,
08302,NJ,21.93,,10/24/2014,,
08075,NJ,4.59,,09/18/2014,,
08724,NJ,8.925,,08/06/2014,,
07016,NJ,1.47,,03/11/2014,,
07050,NJ,3.315,,12/19/2014,,
08046,NJ,10.455,,12/03/2014,,
08066,NJ,6,,09/22/2014,,
08318,NJ,16.575,,06/03/2014,,
08251,NJ,12.24,,10/24/2014,,
08205,NJ,2.805,27310.91767,01/20/2005,,
07208,NJ,5.25,,08/18/2014,,
08081,NJ,6.885,,10/02/2014,,
07067,NJ,9,,10/28/2014,,
08879,NJ,3.825,,12/03/2014,,
08822,NJ,10.2,,06/20/2014,,
08204,NJ,3,,10/13/2014,,
08050,NJ,12.25,,12/24/2014,,
08505,NJ,4.335,,08/21/2014,,
08753,NJ,12.24,,11/17/2014,,
08873,NJ,7.14,,12/19/2014,,
08330,NJ,9.18,,06/12/2014,,
08205,NJ,10.2,,12/17/2014,,
07463,NJ,5.61,,10/22/2014,,
07748,NJ,8.925,,07/22/2014,,
08002,NJ,9.69,,08/12/2014,,
08722,NJ,5.94,,10/16/2014,,
07461,NJ,6.5,,07/10/2014,,
08245,NJ,11.25,,11/03/2014,,
08053,NJ,8.91,,12/03/2014,,
08234,NJ,6.5,,07/23/2014,,
08107,NJ,2.75,,06/03/2014,,
07407,NJ,7,,12/01/2014,,
07740,NJ,3.5,,10/07/2014,,
08514,NJ,16.47,,11/19/2014,,
08861,NJ,2,,12/03/2014,,
08046,NJ,4.845,,09/08/2014,,
08330,NJ,12.24,,10/17/2014,,
07003,NJ,7,,09/04/2014,,
08816,NJ,4.75,,11/14/2014,,
08080,NJ,9,,11/04/2014,,
08081,NJ,8.82,,04/04/2014,,
08619,NJ,9.25,,05/08/2014,,
08098,NJ,4.41,,04/08/2014,,
07090,NJ,9.18,,12/29/2014,,
08085,NJ,15.045,,08/19/2014,,
08757,NJ,6.12,,12/09/2014,,
07034,NJ,6.375,,07/23/2014,,
08302,NJ,15.3,,07/29/2014,,
08873,NJ,12.24,,08/26/2014,,
07065,NJ,4,,10/02/2014,,
08051,NJ,13.734,,12/09/2014,,
08830,NJ,4,,04/21/2014,,
07728,NJ,7.595,,11/18/2014,,
07726,NJ,5.5,,04/22/2014,,
08204,NJ,6,,04/18/2014,,
08215,NJ,8.67,,06/25/2014,,
07719,NJ,5.88,,03/14/2014,,
08050,NJ,8.67,,10/17/2014,,
08080,NJ,10.464,,10/07/2014,,
08724,NJ,5.25,,07/17/2014,,
08051,NJ,5.1,,12/16/2014,,
08080,NJ,10.965,,09/04/2014,,
08093,NJ,6.75,,09/04/2014,,
08051,NJ,5.355,,09/26/2014,,
08722,NJ,6.75,,05/12/2014,,
08822,NJ,4.72,,07/11/2014,,
08057,NJ,6.12,,08/19/2014,,
07040,NJ,10.25,,12/30/2014,,
07095,NJ,5.75,,07/03/2014,,
08085,NJ,5.865,,11/20/2014,,
07008,NJ,13.77,,02/27/2014,,
08037,NJ,10.464,,12/17/2014,,
08873,NJ,6.12,,10/13/2014,,
07728,NJ,8,,09/29/2014,,
08742,NJ,12.75,,06/25/2014,,
07461,NJ,9.75,,12/23/2014,,
08753,NJ,11.515,,04/04/2014,,
07008,NJ,4.5,,05/08/2014,,
08210,NJ,8.67,,05/21/2014,,
08757,NJ,5.865,,12/03/2014,,
08873,NJ,7.65,,11/19/2014,,
07604,NJ,5,,10/31/2014,,
07083,NJ,3,,08/07/2014,,
08736,NJ,4,,05/22/2014,,
08861,NJ,4,,12/03/2014,,
08054,NJ,6.12,,12/03/2014,,
08069,NJ,4.165,,05/08/2014,,
08873,NJ,3.9,,12/02/2014,,
08753,NJ,7.25,,09/11/2014,,
08724,NJ,10.26,,11/11/2014,,
08210,NJ,29.835,,10/14/2014,,
08234,NJ,11.475,,12/03/2014,,
08844,NJ,11.5,,11/18/2014,,
08053,NJ,13.965,,06/16/2014,,
08873,NJ,5.865,,10/28/2014,,
08205,NJ,7.14,,09/26/2014,,
08046,NJ,10.965,,09/03/2014,,
08816,NJ,6.345,,12/12/2014,,
07734,NJ,5,,09/23/2014,,
08884,NJ,14.25,,12/08/2014,,
08759,NJ,8.25,,09/24/2014,,
08872,NJ,9,,04/04/2014,,
08088,NJ,15,,10/15/2014,,
07643,NJ,7.2,,07/23/2014,,
08062,NJ,8.745,,07/03/2014,,
08234,NJ,13.75,,06/30/2014,,
08234,NJ,6.5,,12/10/2014,,
08825,NJ,6.75,,08/26/2014,,
08816,NJ,2.55,,09/26/2014,,
08859,NJ,3.825,,09/03/2014,,
07960,NJ,10.71,,08/21/2014,,
07052,NJ,13.515,,09/24/2014,,
08034,NJ,7.25,,10/07/2014,,
08753,NJ,9,,06/18/2014,,
08085,NJ,4.59,,10/28/2014,,
08081,NJ,3.25,,09/05/2014,,
08054,NJ,8.925,,09/17/2014,,
08865,NJ,16.83,,12/31/2014,,
08701,NJ,5.72,,08/01/2014,,
08057,NJ,13.25,,10/14/2014,,
08824,NJ,8.8,,11/25/2014,,
08066,NJ,5.865,,09/30/2014,,
07070,NJ,2.695,,09/19/2014,,
08050,NJ,9.5,,11/25/2014,,
08053,NJ,8.5,,06/03/2014,,
08012,NJ,4.75,,07/23/2014,,
08242,NJ,6.12,,12/30/2014,,
08031,NJ,3,,07/17/2014,,
07718,NJ,12.495,,07/29/2014,,
07064,NJ,7.395,,07/31/2014,,
07004,NJ,11.772,,06/25/2014,,
08012,NJ,8.67,,10/29/2014,,
08332,NJ,8.925,,09/30/2014,,
08344,NJ,7.99,,05/29/2014,,
07012,NJ,4.08,,12/24/2014,,
08701,NJ,10.2,,10/10/2014,,
08527,NJ,9.36,,11/13/2014,,
07067,NJ,8.5,,09/18/2014,,
08326,NJ,33.825,,12/31/2014,,
08865,NJ,13.77,,09/09/2014,,
08004,NJ,12.495,,11/24/2014,,
07067,NJ,8.16,,12/30/2014,,
08859,NJ,10.53,,10/28/2014,,
08502,NJ,6.86,,11/04/2014,,
08332,NJ,12.25,,10/24/2014,,
07731,NJ,6.37,,03/27/2014,,
07026,NJ,7.5,,09/30/2014,,
08234,NJ,4,,10/02/2014,,
08088,NJ,11.73,,11/05/2014,,
07712,NJ,12.495,,10/20/2014,,
07702,NJ,7.395,,02/19/2014,,
07106,NJ,3.43,,09/29/2014,,
07737,NJ,6.375,,08/01/2014,,
08501,NJ,9.72,,10/20/2014,,
08515,NJ,7,,06/24/2014,,
08831,NJ,7.65,,07/08/2014,,
08028,NJ,8.16,,09/09/2014,,
07721,NJ,7.83,,09/29/2014,,
08002,NJ,5.865,,11/05/2014,,
08046,NJ,7.905,,12/18/2014,,
08005,NJ,11.5,,11/04/2014,,
08071,NJ,10.045,,04/23/2014,,
07702,NJ,5.5,,10/07/2014,,
08085,NJ,8.91,,11/20/2014,,
08088,NJ,12.15,,10/21/2014,,
08759,NJ,8,,06/10/2014,,
08046,NJ,5.355,,12/19/2014,,
08201,NJ,13.5,,06/05/2014,,
07504,NJ,4.25,,09/12/2014,,
08758,NJ,2.805,,10/01/2014,,
08527,NJ,9.35,,12/01/2014,,
08046,NJ,5.5,,09/25/2014,,
07836,NJ,11.22,,10/31/2014,,
07751,NJ,11.61,,11/05/2014,,
08081,NJ,14.75,,09/25/2014,,
08054,NJ,8.16,,09/05/2014,,
08722,NJ,10.53,,09/24/2014,,
08225,NJ,4.59,,09/29/2014,,
08260,NJ,2.5,,08/08/2014,,
07712,NJ,5.232,,02/24/2014,,
08094,NJ,7.395,,11/07/2014,,
08550,NJ,9.945,,12/19/2014,,
07734,NJ,6.25,,11/03/2014,,
07731,NJ,7.975,,11/24/2014,,
07208,NJ,4.75,,09/17/2014,,
07603,NJ,3.185,,06/19/2014,,
08302,NJ,14.7,,04/15/2014,,
08330,NJ,9,,10/02/2014,,
07760,NJ,3.5,,05/15/2014,,
08360,NJ,12.75,,10/17/2014,,
08865,NJ,16.83,,09/29/2014,,
08757,NJ,6.885,,10/10/2014,,
08757,NJ,11.61,,08/19/2014,,
08512,NJ,12.5,,12/09/2014,,
07855,NJ,5.1,,10/07/2014,,
08831,NJ,8.75,,04/16/2014,,
08002,NJ,11.5,,09/17/2014,,
08022,NJ,6.75,,07/03/2014,,
08330,NJ,6.63,,04/28/2014,,
08742,NJ,5.865,,10/22/2014,,
07305,NJ,4,,09/23/2014,,
07410,NJ,5.145,,04/17/2014,,
08034,NJ,5.035,,07/29/2014,,
08091,NJ,7.25,,07/29/2014,,
08820,NJ,3,,12/04/2014,,
08302,NJ,8,,06/19/2014,,
08401,NJ,6.12,,10/22/2014,,
08742,NJ,2.375,,12/23/2014,,
08344,NJ,7,,06/18/2014,,
08210,NJ,9,,09/25/2014,,
08817,NJ,6.11,,09/25/2014,,
07801,NJ,6.3,,12/09/2014,,
08090,NJ,6.5,,08/08/2014,,
08022,NJ,8.16,,09/11/2014,,
08332,NJ,9.18,,07/23/2014,,
07001,NJ,7.14,,10/24/2014,,
08084,NJ,7.75,,10/08/2014,,
08753,NJ,3.92,,03/17/2014,,
08081,NJ,6.5,,07/29/2014,,
08527,NJ,5.865,,07/16/2014,,
08079,NJ,10.71,,03/17/2014,,
08872,NJ,11.22,,10/23/2014,,
08873,NJ,5,,03/13/2014,,
07740,NJ,7.5,,10/28/2014,,
08872,NJ,6.63,,08/22/2014,,
07801,NJ,7.5,,08/13/2014,,
07731,NJ,7.83,,10/16/2014,,
08731,NJ,8.67,,12/04/2014,,
08330,NJ,16.25,,08/26/2014,,
08865,NJ,6.75,,11/05/2014,,
07026,NJ,7.95,,08/01/2014,,
08234,NJ,9.18,,05/27/2014,,
08234,NJ,7.5,,12/19/2014,,
07081,NJ,8.16,,09/30/2014,,
08028,NJ,8.16,,08/28/2014,,
08054,NJ,8.925,,11/07/2014,,
08721,NJ,6.75,,08/06/2014,,
08045,NJ,6.63,,11/13/2014,,
07004,NJ,10.2,,10/02/2014,,
08757,NJ,5.75,,05/02/2014,,
08807,NJ,8.1,,11/04/2014,,
07869,NJ,5.25,,08/07/2014,,
07876,NJ,4.335,,11/13/2014,,
08046,NJ,8.925,,09/25/2014,,
08805,NJ,9,,09/18/2014,,
08330,NJ,8.16,,09/17/2014,,
07652,NJ,4,,09/12/2014,,
08085,NJ,5.355,,10/02/2014,,
08724,NJ,8.64,,10/15/2014,,
08096,NJ,2.55,,10/10/2014,,
08098,NJ,11,,09/24/2014,,
08215,NJ,4.5,,08/18/2014,,
08232,NJ,5.61,,05/21/2014,,
08009,NJ,17.5,,12/02/2014,,
07981,NJ,11.75,,10/24/2014,,
07410,NJ,4.5,,07/31/2014,,
08312,NJ,8.67,,11/14/2014,,
08010,NJ,6.75,,11/05/2014,,
08755,NJ,12.75,,10/13/2014,,
08060,NJ,6.63,,10/15/2014,,
08753,NJ,10.455,,12/08/2014,,
07876,NJ,2.295,,12/12/2014,,
08759,NJ,14.3,,11/18/2014,,
08204,NJ,9,,05/13/2014,,
08036,NJ,4.59,,11/04/2014,,
08753,NJ,7.75,,08/22/2014,,
08005,NJ,4.165,,03/18/2014,,
08873,NJ,3.75,,08/21/2014,,
08330,NJ,6.63,,10/01/2014,,
07748,NJ,9.18,,11/26/2014,,
08060,NJ,4.41,,06/25/2014,,
08012,NJ,5.61,,06/23/2014,,
08817,NJ,10.75,,07/17/2014,,
08753,NJ,10.2,,08/05/2014,,
08724,NJ,5,,05/22/2014,,
08755,NJ,9.945,,09/09/2014,,
08210,NJ,11.73,,09/09/2014,,
07071,NJ,16.695,,09/05/2014,,
08850,NJ,16.5,,08/21/2014,,
08088,NJ,6.615,,07/11/2014,,
08831,NJ,9,,09/24/2014,,
08857,NJ,5,,08/07/2014,,
08872,NJ,7.8,,06/18/2014,,
08873,NJ,4.59,,09/19/2014,,
08075,NJ,4.655,,06/10/2014,,
07876,NJ,7.65,,12/01/2014,,
08004,NJ,5.25,,11/04/2014,,
08863,NJ,10.455,,09/09/2014,,
08005,NJ,7.14,,10/08/2014,,
07436,NJ,5.635,,07/22/2014,,
08873,NJ,7.5,,03/04/2014,,
07463,NJ,6,,05/29/2014,,
08816,NJ,9.75,,06/24/2014,,
08724,NJ,4,,05/22/2014,,
07063,NJ,2.61,,07/24/2014,,
07079,NJ,9,,12/02/2014,,
08021,NJ,4.5,,06/24/2014,,
07718,NJ,5.61,,09/30/2014,,
08758,NJ,4.5,,10/24/2014,,
08048,NJ,12.25,,09/18/2014,,
07753,NJ,6.37,,06/19/2014,,
08035,NJ,4.75,,07/03/2014,,
08046,NJ,7.02,,07/24/2014,,
08863,NJ,4.165,,07/22/2014,,
07036,NJ,6.75,,07/11/2014,,
08088,NJ,10.2,,05/27/2014,,
08302,NJ,16.83,,12/30/2014,,
08085,NJ,9.945,,05/13/2014,,
08876,NJ,4.9,,03/20/2014,,
07751,NJ,18,,10/06/2014,,
07013,NJ,9.31,,08/25/2014,,
08859,NJ,5,,08/11/2014,,
07823,NJ,8.415,,12/19/2014,,
08759,NJ,2.55,,09/29/2014,,
08560,NJ,8.1,,10/07/2014,,
07828,NJ,6,,09/12/2014,,
08753,NJ,5.75,,04/17/2014,,
08879,NJ,2.805,,11/05/2014,,
08221,NJ,11.75,,06/09/2014,,
08046,NJ,6.375,,10/27/2014,,
08046,NJ,5.61,,07/23/2014,,
07748,NJ,9.72,,09/29/2014,,
08087,NJ,19.125,,09/11/2014,,
08053,NJ,11.475,,11/04/2014,,
08319,NJ,9.5,,09/29/2014,,
08755,NJ,11.5,,07/31/2014,,
08753,NJ,10.78,,06/18/2014,,
08251,NJ,9.18,,06/04/2014,,
08205,NJ,11.985,,11/20/2014,,
08048,NJ,9.18,,04/07/2014,,
08046,NJ,13.515,,09/25/2014,,
08075,NJ,4,,06/12/2014,,
07981,NJ,7.14,,10/06/2014,,
08046,NJ,11.985,,12/03/2014,,
08733,NJ,11.5,,09/30/2014,,
07718,NJ,5.865,,10/09/2014,,
08029,NJ,7.5,,11/25/2014,,
08701,NJ,7.02,,08/12/2014,,
08054,NJ,4.75,,11/04/2014,,
08505,NJ,9,,04/21/2014,,
08204,NJ,8.67,,12/04/2014,,
07755,NJ,8.25,,10/28/2014,,
08302,NJ,8.25,,08/08/2014,,
07040,NJ,5.5,,10/24/2014,,
08034,NJ,8.5,,10/21/2014,,
08205,NJ,9.69,,09/17/2014,,
08753,NJ,12.25,,04/09/2014,,
08322,NJ,9.945,,10/21/2014,,
08724,NJ,7.65,,08/05/2014,,
07036,NJ,7.14,,09/04/2014,,
08094,NJ,13.26,,11/26/2014,,
08242,NJ,6.63,,07/23/2014,,
08234,NJ,9.69,,07/09/2014,,
07304,NJ,3.06,,11/05/2014,,
08012,NJ,9.8,,02/17/2012,,
08505,NJ,6.75,,08/28/2014,,
08234,NJ,11.772,,11/25/2014,,
08406,NJ,9.5,,09/04/2014,,
08831,NJ,6,,04/04/2014,,
08809,NJ,7.02,,09/29/2014,,
08098,NJ,25,,08/21/2014,,
08527,NJ,5.75,,01/20/2014,,
08757,NJ,7.65,,07/08/2014,,
08515,NJ,8.67,,09/04/2014,,
08062,NJ,74.2,,12/26/2014,,
08824,NJ,9.6,,06/18/2014,,
08098,NJ,13.5,,08/21/2014,,
08043,NJ,7.65,,09/15/2014,,
08020,NJ,8.33,,11/12/2014,,
08037,NJ,8,,09/02/2014,,
08332,NJ,2.205,,06/03/2014,,
08753,NJ,9.435,,10/08/2014,,
08054,NJ,11,,09/11/2014,,
08056,NJ,14.535,,10/06/2014,,
07876,NJ,7,,09/23/2014,,
08535,NJ,5,,09/24/2014,,
08884,NJ,8.1,,11/05/2014,,
08050,NJ,8.925,,08/25/2014,,
08721,NJ,9.555,,02/28/2014,,
07753,NJ,4.41,,04/04/2014,,
08092,NJ,7.14,,09/24/2014,,
08322,NJ,14,,08/26/2014,,
08204,NJ,7.395,,09/17/2014,,
07013,NJ,4.9,,04/01/2014,,
08012,NJ,8.415,,06/23/2014,,
08087,NJ,9.18,,07/30/2014,,
08859,NJ,5.61,,10/17/2014,,
08701,NJ,6.5,,10/07/2014,,
08080,NJ,11.475,,09/11/2014,,
07458,NJ,19.88,,08/15/2014,,
07070,NJ,3.5,,10/10/2014,,
07095,NJ,8,,08/12/2014,,
07630,NJ,7.75,,08/08/2014,,
08217,NJ,19.89,,05/30/2014,,
08066,NJ,6.75,,10/24/2014,,
08759,NJ,8.25,,11/18/2014,,
08067,NJ,4.59,,12/01/2014,,
07421,NJ,12.75,,12/30/2014,,
08046,NJ,4.75,,07/22/2014,,
07675,NJ,8.25,,10/02/2014,,
07945,NJ,13,,05/02/2014,,
08246,NJ,13.5,,08/01/2014,,
08098,NJ,13.25,,07/11/2014,,
08648,NJ,16.065,,10/24/2014,,
08062,NJ,11.88,,10/20/2014,,
08757,NJ,8.64,,10/21/2014,,
08527,NJ,12.985,,10/15/2014,,
08061,NJ,12.25,,08/15/2014,,
08861,NJ,7.35,,07/10/2014,,
07034,NJ,3.5,,04/23/2014,,
07726,NJ,5.5,,12/31/2014,,
08089,NJ,11,,04/29/2014,,
08003,NJ,17.595,,11/26/2014,,
08340,NJ,7.28,,11/12/2014,,
08005,NJ,5.61,,10/22/2014,,
08090,NJ,10.75,,08/08/2014,,
07438,NJ,6.63,,09/12/2014,,
08234,NJ,23.925,,11/12/2014,,
08028,NJ,3.315,,10/14/2014,,
08081,NJ,4.845,,12/22/2014,,
07882,NJ,9.156,,08/05/2014,,
08087,NJ,5.355,,09/17/2014,,
08234,NJ,5.25,,12/23/2014,,
08060,NJ,4.75,,08/28/2014,,
07753,NJ,4,,09/29/2014,,
08005,NJ,8.37,,09/29/2014,,
08037,NJ,7.14,,10/02/2014,,
08904,NJ,5.1,,11/04/2014,,
07083,NJ,3.25,,09/17/2014,,
08096,NJ,5.39,,05/15/2014,,
07401,NJ,11,,07/08/2014,,
07603,NJ,6,,10/02/2014,,
08085,NJ,5.94,,10/02/2014,,
07825,NJ,5.75,,10/22/2014,,
08332,NJ,9.18,,11/14/2014,,
08816,NJ,7.194,,10/21/2014,,
07882,NJ,15.12,,09/19/2014,,
08505,NJ,9.25,,05/16/2014,,
08902,NJ,6.12,,10/15/2014,,
07470,NJ,13.25,,08/26/2014,,
07110,NJ,10.25,,09/26/2014,,
07826,NJ,11.035,,09/04/2014,,
08049,NJ,4.41,,01/31/2014,,
08201,NJ,7.65,,10/21/2014,,
07871,NJ,19.5,,08/12/2014,,
07621,NJ,9.75,,10/15/2014,,
07740,NJ,8.67,,09/02/2014,,
08873,NJ,7.83,,11/19/2014,,
08203,NJ,9.5,,10/14/2014,,
08319,NJ,6.86,,10/15/2014,,
08873,NJ,68.37,,11/14/2014,,
07023,NJ,2.75,,12/30/2014,,
08053,NJ,8.925,,12/12/2014,,
07728,NJ,4.86,,10/28/2014,,
08731,NJ,8.67,,10/20/2014,,
08701,NJ,8.25,,06/03/2014,,
07054,NJ,10,,09/18/2014,,
08050,NJ,5.1,,09/30/2014,,
08723,NJ,4.165,,04/22/2014,,
08904,NJ,8.33,,05/22/2014,,
07730,NJ,3.315,,11/05/2014,,
08721,NJ,3.78,,09/05/2014,,
08065,NJ,6.5,,08/28/2014,,
08902,NJ,5.39,,07/16/2014,,
07080,NJ,12.495,,08/25/2014,,
08005,NJ,7.905,,10/20/2014,,
08046,NJ,10.2,,11/04/2014,,
08330,NJ,19.38,,06/25/2014,,
08002,NJ,9.945,,08/12/2014,,
08863,NJ,8.085,,02/26/2014,,
08742,NJ,8,,03/14/2014,,
08005,NJ,6.63,,12/23/2014,,
08873,NJ,14.455,,06/27/2014,,
08527,NJ,14.04,,11/19/2014,,
08330,NJ,9.945,,10/02/2014,,
08234,NJ,7,,07/03/2014,,
08757,NJ,7.75,,09/05/2014,,
08873,NJ,5.355,,08/28/2014,,
07407,NJ,4.5,,10/27/2014,,
07735,NJ,5,,09/30/2014,,
08088,NJ,8.16,,09/09/2014,,
07067,NJ,5.46,,08/08/2014,,
07876,NJ,8.67,,12/19/2014,,
08902,NJ,15.75,,09/25/2014,,
08245,NJ,4.59,,09/26/2014,,
08004,NJ,11.61,,10/08/2014,,
08045,NJ,4.845,,09/08/2014,,
07666,NJ,3.43,,03/11/2014,,
08701,NJ,4,,05/15/2014,,
08879,NJ,8.67,,12/09/2014,,
08753,NJ,6.12,,09/04/2014,,
07747,NJ,12.69,,10/27/2014,,
08205,NJ,6.12,,10/01/2014,,
08046,NJ,6.12,,12/19/2014,,
08234,NJ,7.02,,12/12/2014,,
08723,NJ,4.95,,11/14/2014,,
08752,NJ,4.08,,10/24/2014,,
08002,NJ,6,,09/09/2014,,
07036,NJ,6.63,,10/29/2014,,
08701,NJ,7.65,,10/24/2014,,
07004,NJ,7.84,,08/04/2014,,
08077,NJ,8,,11/25/2014,,
08330,NJ,7.35,,07/29/2014,,
08403,NJ,6,,08/26/2014,,
08757,NJ,10.2,,11/19/2014,,
08302,NJ,14.535,,09/17/2014,,
07726,NJ,8.25,,04/10/2014,,
08054,NJ,9.435,,09/23/2014,,
07079,NJ,13.23,,11/20/2014,,
07108,NJ,5,,08/15/2014,,
08884,NJ,8.67,,10/01/2014,,
07666,NJ,2.75,,10/14/2014,,
08701,NJ,11.7,,05/02/2014,,
07063,NJ,9.72,,10/24/2014,,
08081,NJ,4.5,,10/07/2014,,
08015,NJ,17.004,,10/21/2014,,
07724,NJ,9.75,,08/28/2014,,
08330,NJ,4.59,,09/26/2014,,
08872,NJ,7.395,,09/16/2014,,
08242,NJ,11.22,,10/22/2014,,
07076,NJ,7.965,,08/28/2014,,
08234,NJ,9.69,,11/05/2014,,
08234,NJ,9.8,,06/25/2014,,
07034,NJ,4.08,,07/18/2014,,
08879,NJ,10.2,,10/21/2014,,
08753,NJ,9.555,,11/11/2014,,
08023,NJ,7.25,,07/22/2014,,
08053,NJ,4.335,,11/05/2014,,
08505,NJ,7.905,,11/04/2014,,
08316,NJ,10.71,,08/06/2014,,
08016,NJ,9.75,,10/07/2014,,
08094,NJ,9,,09/26/2014,,
08515,NJ,8,,06/18/2014,,
08527,NJ,5.61,,08/22/2014,,
07001,NJ,8.5,,11/03/2014,,
08759,NJ,13.26,,12/02/2014,,
08012,NJ,5.145,,07/11/2014,,
07072,NJ,8.96,,12/12/2014,,
08003,NJ,5.61,,09/08/2014,,
08901,NJ,3.995,,07/03/2014,,
08757,NJ,9.18,,08/21/2014,,
08081,NJ,10.2,,11/14/2014,,
08863,NJ,3.5,,05/21/2014,,
08221,NJ,6.5,,09/24/2014,,
08820,NJ,5.75,,11/25/2014,,
08215,NJ,11.985,,11/20/2014,,
08205,NJ,9.435,,07/08/2014,,
07514,NJ,7,,08/18/2014,,
08724,NJ,6.12,,08/01/2014,,
08701,NJ,8.5,,04/07/2014,,
