Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06782,CT,8.4,56720.0,02/11/2010,,
06057,CT,6.9,49046.0,02/11/2010,,
06473,CT,5.04,36528.0,02/11/2010,,
06460,CT,8.1,64490.0,02/11/2010,,
06016,CT,5.4,44035.0,02/11/2010,,
06268,CT,8.4,68005.0,02/11/2010,,
06037,CT,8.1,56776.0,02/11/2010,,
06614,CT,4.6,39675.0,02/11/2010,,
06478,CT,5.67,42037.0,02/11/2010,,
06105,CT,4.5,27386.0,02/11/2010,,
06896,CT,4.73,32775.03,02/11/2010,,
06035,CT,5.78,39585.0,02/11/2010,,
06424,CT,8.4,61470.0,02/11/2010,,
06237,CT,6.45,46762.5,02/11/2010,,
06776,CT,6.9,50200.0,02/11/2010,,
06478,CT,5.04,31752.0,02/11/2010,,
06415,CT,7.2,57320.0,02/11/2010,,
06478,CT,7.36,57113.6,02/11/2010,,
06330,CT,7.2,54317.31,02/11/2010,,
06231,CT,8.28,61384.19,02/11/2010,,
06385,CT,5.52,42807.43,02/11/2010,,
06351,CT,9.2,76440.0,02/11/2010,,
06382,CT,7.8,50086.67,02/11/2010,,
06375,CT,6.9,55155.35,02/11/2010,,
06478,CT,6.21,51547.6,02/11/2010,,
06084,CT,9.2,74219.0,02/11/2010,,
06811,CT,4.68,38950.0,02/11/2010,,
06783,CT,8.28,62928.0,02/11/2010,,
06078,CT,5.52,49817.0,02/11/2010,,
06351,CT,9.24,71014.95,02/11/2010,,
06235,CT,6.21,49369.51,02/11/2010,,
06525,CT,3.8,31540.0,02/11/2010,,
06371,CT,3.8,31600.0,02/11/2010,,
06455,CT,4.14,32814.0,02/11/2010,,
06762,CT,163.53,1185548.0,02/11/2010,,
06518,CT,5.0,45275.0,02/08/2010,,
06040,CT,10.08,73576.0,02/05/2010,,
06084,CT,10.32,58720.0,02/05/2010,,
06078,CT,6.3,43840.0,02/05/2010,,
06883,CT,10.08,65095.0,02/05/2010,,
06777,CT,7.36,52992.0,02/05/2010,,
06796,CT,9.0,90843.0,01/29/2010,,
06423,CT,2.72,21929.27,01/29/2010,,
06260,CT,3.57,31958.0,01/29/2010,,
06033,CT,6.12,51989.44,01/29/2010,,
06810,CT,10.08,79414.0,01/29/2010,,
06801,CT,10.08,60347.0,01/29/2010,,
06413,CT,7.2,59040.0,01/29/2010,,
06515,CT,8.82,67914.0,01/29/2010,,
06405,CT,7.36,55900.0,01/29/2010,,
06415,CT,9.66,67620.0,01/29/2010,,
06010,CT,2.94,24268.0,01/28/2010,,
06105,CT,221.83,1927493.0,01/26/2010,,
06437,CT,10.8,83030.0,01/25/2010,,
06419,CT,11.34,84000.0,01/25/2010,,
06798,CT,7.82,57107.0,01/25/2010,,
06021,CT,7.36,52976.0,01/25/2010,,
06880,CT,10.08,73080.0,01/25/2010,,
06021,CT,8.28,59616.0,01/25/2010,,
06777,CT,4.05,29219.0,01/25/2010,,
06517,CT,6.21,51918.5,01/25/2010,,
06468,CT,10.64,67032.0,01/25/2010,,
06333,CT,9.24,65530.94,01/25/2010,,
06484,CT,7.2,55800.0,01/25/2010,,
06379,CT,9.66,70243.52,01/25/2010,,
06268,CT,6.9,54165.0,01/25/2010,,
06235,CT,3.01,24381.0,01/25/2010,,
06825,CT,5.52,47534.04,01/25/2010,,
06378,CT,11.2,81386.07,01/25/2010,,
06460,CT,2.25,18725.0,01/25/2010,,
06473,CT,10.8,79920.0,01/25/2010,,
06716,CT,10.08,69552.0,01/25/2010,,
06750,CT,10.08,88704.0,01/25/2010,,
06076,CT,4.83,40157.0,01/25/2010,,
06460,CT,6.9,55855.0,01/25/2010,,
06084,CT,6.9,58650.0,01/25/2010,,
06250,CT,10.12,79948.0,01/25/2010,,
06052,CT,5.32,29323.0,01/25/2010,,
06067,CT,9.0,73100.0,01/25/2010,,
06415,CT,4.56,36026.0,01/25/2010,,
06062,CT,7.36,51000.0,01/25/2010,,
06415,CT,6.84,61212.0,01/25/2010,,
06457,CT,80.52,757610.0,01/21/2010,,
06840,CT,10.8,93892.0,01/15/2010,,
06105,CT,6.21,50129.0,01/15/2010,,
06078,CT,3.36,29790.0,01/15/2010,,
06783,CT,8.1,59130.0,01/15/2010,,
06905,CT,70.76,600071.0,01/08/2010,,
06524,CT,8.4,64016.0,12/30/2009,,
06460,CT,2.72,20890.0,12/30/2009,,
06385,CT,4.2,31774.24,12/30/2009,,
06811,CT,2.87,27878.0,12/30/2009,,
06749,CT,9.88,0.0,12/30/2009,,
06812,CT,6.08,35850.0,12/30/2009,,
06807,CT,10.8,76562.61,12/30/2009,,
06419,CT,13.65,122050.0,12/30/2009,,
06413,CT,6.75,51638.0,12/30/2009,,
06098,CT,445.51,3032141.0,12/30/2009,,
06810,CT,9.66,62307.0,12/23/2009,,
06880,CT,5.44,55782.84,12/23/2009,,
06756,CT,7.36,59144.0,12/23/2009,,
06790,CT,10.35,82040.5,12/23/2009,,
06470,CT,11.04,91200.0,12/23/2009,,
06250,CT,9.02,72760.0,12/23/2009,,
06254,CT,10.08,78176.0,12/23/2009,,
06750,CT,6.75,53662.52,12/23/2009,,
06279,CT,4.3,33970.0,12/23/2009,,
06384,CT,9.66,75831.0,12/23/2009,,
06798,CT,7.35,50547.46,12/23/2009,,
06424,CT,9.66,76121.69,12/23/2009,,
06108,CT,5.74,47000.0,12/23/2009,,
06473,CT,7.7,50898.0,12/23/2009,,
06359,CT,5.74,48789.74,12/23/2009,,
06901,CT,9.66,72651.0,12/23/2009,,
06076,CT,4.5,36000.0,12/23/2009,,
06790,CT,5.52,44712.0,12/23/2009,,
06484,CT,3.42,29309.0,12/23/2009,,
06606,CT,3.42,28122.0,12/23/2009,,
06277,CT,11.04,85623.93,12/23/2009,,
06516,CT,4.5,36500.0,12/23/2009,,
06905,CT,144.0,1252800.0,12/23/2009,,
06095,CT,501.12,4359744.0,12/23/2009,,
06119,CT,95.2,750400.0,12/22/2009,,
06405,CT,12.6,121126.0,12/21/2009,,
06405,CT,12.6,128659.0,12/18/2009,,
06702,CT,32.64,254336.0,12/16/2009,,
06489,CT,19.8,150700.0,12/11/2009,,
06812,CT,4.59,34678.95,12/08/2009,,
06351,CT,9.03,75522.83,12/08/2009,,
06469,CT,6.3,42580.0,12/04/2009,,
06385,CT,6.93,46704.0,12/04/2009,,
06111,CT,7.14,51408.0,12/04/2009,,
06437,CT,8.97,69966.0,12/04/2009,,
06705,CT,2.3,18745.0,12/04/2009,,
06757,CT,6.21,49680.0,12/02/2009,,
06408,CT,4.6,34500.0,12/02/2009,,
06514,CT,8.1,65300.0,12/02/2009,,
06268,CT,4.51,38000.0,12/02/2009,,
06791,CT,8.28,65412.0,12/02/2009,,
06479,CT,3.22,29759.0,12/02/2009,,
06763,CT,6.4,53621.39,12/02/2009,,
06249,CT,10.92,80490.13,12/02/2009,,
06751,CT,5.52,44160.0,12/02/2009,,
06351,CT,7.56,57940.87,12/02/2009,,
06415,CT,9.45,70400.0,12/02/2009,,
06410,CT,6.9,56450.0,12/02/2009,,
06405,CT,4.05,34830.0,12/02/2009,,
06043,CT,7.36,58512.0,12/02/2009,,
06259,CT,7.36,57999.69,12/02/2009,,
06384,CT,8.1,61326.92,12/02/2009,,
06385,CT,10.58,87940.0,12/02/2009,,
06119,CT,8.1,63423.0,12/02/2009,,
06248,CT,9.45,68800.0,12/02/2009,,
06010,CT,10.12,79138.4,12/02/2009,,
06108,CT,6.46,53618.0,12/02/2009,,
06614,CT,3.04,25779.0,12/02/2009,,
06511,CT,10.13,75750.0,12/02/2009,,
06447,CT,11.04,82935.83,12/02/2009,,
06238,CT,6.97,53586.84,12/02/2009,,
06277,CT,10.12,79927.57,12/02/2009,,
06902,CT,65.52,876960.0,12/01/2009,,
06111,CT,180.56,1350000.0,11/24/2009,,
06475,CT,4.86,36741.85,11/23/2009,,
06278,CT,129.15,916529.16,11/17/2009,,
06413,CT,4.6,35604.0,11/13/2009,,
06897,CT,8.1,66995.0,11/13/2009,,
06896,CT,2.76,21959.0,11/13/2009,,
06480,CT,4.05,34830.0,11/13/2009,,
06779,CT,7.14,54978.0,11/13/2009,,
06489,CT,11.04,87768.0,11/10/2009,,
06460,CT,4.14,35800.0,11/10/2009,,
06770,CT,6.21,49680.0,11/10/2009,,
06062,CT,5.46,43680.0,11/10/2009,,
06082,CT,5.67,43659.0,11/10/2009,,
06241,CT,5.16,41022.0,11/10/2009,,
06830,CT,4.6,38300.0,11/10/2009,,
06073,CT,8.4,53808.0,11/10/2009,,
06484,CT,6.44,52020.0,11/10/2009,,
06470,CT,7.36,45845.0,11/10/2009,,
06850,CT,3.28,27880.0,11/10/2009,,
06111,CT,5.4,43200.0,11/10/2009,,
06488,CT,6.75,54000.0,11/10/2009,,
06268,CT,7.2,57880.0,11/10/2009,,
06076,CT,7.36,60512.0,11/10/2009,,
06250,CT,9.0,71100.0,11/10/2009,,
06880,CT,10.35,77785.0,11/10/2009,,
06070,CT,10.35,83437.0,11/10/2009,,
06250,CT,6.88,54170.0,11/10/2009,,
06076,CT,8.1,67635.0,11/10/2009,,
06355,CT,6.9,56108.09,11/10/2009,,
06042,CT,8.28,65412.0,11/10/2009,,
06029,CT,10.8,86965.0,11/10/2009,,
06478,CT,10.8,83916.0,11/10/2009,,
06605,CT,10.08,70250.0,11/10/2009,,
06092,CT,8.28,70966.0,11/10/2009,,
06901,CT,4.76,40784.0,11/10/2009,,
06241,CT,6.44,57045.0,11/09/2009,,
06057,CT,9.81,63600.0,11/09/2009,,
06525,CT,2.64,21060.0,11/09/2009,,
06511,CT,4.05,35800.0,11/09/2009,,
06405,CT,6.08,45352.0,11/09/2009,,
06379,CT,6.72,54493.0,10/23/2009,,
06840,CT,5.4,40343.0,10/23/2009,,
06117,CT,4.08,30968.38,10/23/2009,,
06379,CT,5.16,40848.04,10/23/2009,,
06776,CT,8.28,62450.0,10/15/2009,,
06332,CT,10.92,69652.0,10/15/2009,,
06489,CT,10.8,77089.0,10/15/2009,,
06423,CT,7.35,56963.0,10/15/2009,,
06457,CT,5.52,51258.0,10/15/2009,,
06359,CT,10.97,80933.86,10/15/2009,,
06413,CT,4.52,38769.0,10/15/2009,,
06385,CT,7.56,65549.0,10/15/2009,,
06437,CT,7.36,58806.4,10/15/2009,,
06415,CT,5.32,36602.0,10/15/2009,,
06511,CT,8.78,63619.0,10/15/2009,,
06897,CT,6.9,52499.0,10/15/2009,,
06524,CT,10.8,82476.0,10/15/2009,,
06057,CT,7.36,58880.0,10/15/2009,,
06482,CT,9.0,67850.0,10/15/2009,,
06268,CT,5.67,44793.0,10/15/2009,,
06470,CT,6.9,56876.0,10/15/2009,,
06756,CT,8.1,62385.0,10/15/2009,,
06498,CT,6.75,53879.47,10/15/2009,,
06239,CT,5.81,47899.24,10/15/2009,,
06410,CT,6.63,54034.0,10/15/2009,,
06804,CT,9.2,73680.0,10/15/2009,,
06484,CT,6.21,49680.0,10/15/2009,,
06235,CT,5.52,48864.37,10/15/2009,,
06247,CT,6.3,53460.23,10/15/2009,,
06484,CT,7.6,63460.0,10/15/2009,,
06488,CT,7.2,64750.0,10/09/2009,,
06840,CT,9.45,99196.0,09/25/2009,,
06830,CT,4.41,43432.0,09/18/2009,,
06068,CT,11.04,90528.0,09/18/2009,,
06786,CT,10.8,79920.0,09/15/2009,,
06783,CT,4.05,32400.0,09/15/2009,,
06018,CT,9.45,69930.0,09/15/2009,,
06512,CT,4.6,39508.0,09/15/2009,,
06460,CT,5.52,45707.0,09/15/2009,,
06460,CT,9.2,69200.0,09/15/2009,,
06415,CT,8.6,68828.0,09/15/2009,,
06031,CT,6.93,55144.0,09/15/2009,,
06268,CT,6.9,53820.0,09/15/2009,,
06757,CT,3.6,27216.0,09/15/2009,,
06785,CT,11.04,87216.0,09/15/2009,,
06249,CT,10.35,77287.01,09/15/2009,,
06415,CT,5.46,49669.0,09/15/2009,,
06751,CT,8.28,65562.0,09/15/2009,,
06109,CT,7.56,58995.0,09/15/2009,,
06066,CT,6.72,52369.0,09/15/2009,,
06330,CT,6.3,53543.0,09/15/2009,,
06460,CT,8.28,65790.2,09/15/2009,,
06052,CT,7.2,61381.0,09/15/2009,,
06455,CT,7.2,52200.0,09/10/2009,,
06473,CT,4.18,33000.0,09/08/2009,,
06355,CT,151.2,1200000.0,09/02/2009,,
06830,CT,7.78,69206.4,09/01/2009,,
06410,CT,295.0,2181404.0,08/26/2009,,
06877,CT,10.32,72850.0,08/25/2009,,
06756,CT,11.04,81144.0,08/25/2009,,
06756,CT,8.28,59616.0,08/25/2009,,
06057,CT,6.9,54855.0,08/25/2009,,
06801,CT,6.09,48111.0,08/25/2009,,
06040,CT,1.8,14850.0,08/25/2009,,
06235,CT,7.56,61317.04,08/25/2009,,
06385,CT,6.48,54760.0,08/25/2009,,
06053,CT,3.04,26235.0,08/25/2009,,
06385,CT,9.45,72859.5,08/25/2009,,
06254,CT,7.56,53308.0,08/25/2009,,
06480,CT,10.14,79144.0,08/25/2009,,
06783,CT,9.9,74250.0,08/25/2009,,
06084,CT,9.45,71890.0,08/25/2009,,
06010,CT,7.36,58151.0,08/25/2009,,
06422,CT,6.0,52092.0,08/25/2009,,
06470,CT,10.8,84334.0,08/25/2009,,
06751,CT,5.1,51675.0,08/25/2009,,
06235,CT,8.28,62481.04,08/25/2009,,
06385,CT,6.21,51499.5,08/25/2009,,
06498,CT,1.79,13082.0,08/21/2009,,
06095,CT,202.0,1650000.0,08/10/2009,,
06470,CT,4.2,30212.0,08/07/2009,,
06001,CT,204.96,1478792.0,08/07/2009,,
06751,CT,35.28,246960.0,08/04/2009,,
06517,CT,2.3,19700.0,07/31/2009,,
06226,CT,4.41,33600.0,07/30/2009,,
06089,CT,5.1,38930.0,07/30/2009,,
06405,CT,6.21,50588.5,07/28/2009,,
06614,CT,4.32,31752.0,07/24/2009,,
06239,CT,5.61,44165.0,07/24/2009,,
06417,CT,6.3,51618.51,07/24/2009,,
06901,CT,6.75,45940.0,07/24/2009,,
06258,CT,10.97,79002.32,07/24/2009,,
06880,CT,9.0,82900.0,07/24/2009,,
06247,CT,11.04,103975.27,07/22/2009,,
06812,CT,9.66,78314.0,07/20/2009,,
06483,CT,204.96,1610046.0,07/17/2009,,
06782,CT,8.28,65250.0,07/15/2009,,
06423,CT,6.08,53850.0,07/15/2009,,
06437,CT,8.1,63446.74,07/15/2009,,
06385,CT,10.13,75995.09,07/15/2009,,
06277,CT,8.28,63041.87,07/15/2009,,
06483,CT,8.28,70794.0,07/14/2009,,
06418,CT,5.52,44560.0,07/14/2009,,
06902,CT,46.0,398640.0,07/14/2009,,
06405,CT,7.0,59472.0,07/10/2009,,
06277,CT,6.9,54855.0,07/09/2009,,
06484,CT,6.08,49390.0,07/07/2009,,
06268,CT,10.08,82648.0,07/07/2009,,
06032,CT,5.46,45318.0,07/07/2009,,
06019,CT,5.4,41310.0,07/07/2009,,
06071,CT,2.3,19090.0,07/07/2009,,
06460,CT,6.75,51900.0,07/07/2009,,
06811,CT,8.19,65470.0,07/07/2009,,
06457,CT,5.52,47570.0,07/07/2009,,
06076,CT,3.68,29808.0,07/07/2009,,
06415,CT,5.25,42000.0,07/07/2009,,
06410,CT,3.68,31556.0,07/07/2009,,
06470,CT,6.9,54200.0,07/07/2009,,
06477,CT,6.21,51244.51,07/07/2009,,
06238,CT,8.1,62268.29,07/07/2009,,
06418,CT,5.4,43200.0,07/07/2009,,
06071,CT,6.3,51030.0,07/07/2009,,
06811,CT,4.56,39650.0,07/07/2009,,
06281,CT,5.13,43092.0,07/07/2009,,
06484,CT,8.8,73400.0,07/07/2009,,
06249,CT,4.9,40214.02,07/07/2009,,
06357,CT,4.32,35760.0,07/07/2009,,
06066,CT,5.52,46560.0,07/07/2009,,
06032,CT,5.4,41850.0,07/07/2009,,
06460,CT,7.36,58740.0,07/07/2009,,
06460,CT,8.1,62775.0,07/07/2009,,
06279,CT,7.56,65420.0,07/07/2009,,
06359,CT,11.04,92443.32,07/07/2009,,
06401,CT,6.08,47581.25,07/07/2009,,
06443,CT,10.6,83692.95,07/07/2009,,
06441,CT,6.88,63040.79,07/07/2009,,
06460,CT,11.25,76400.0,07/07/2009,,
06333,CT,10.12,77631.64,07/07/2009,,
06384,CT,7.98,58642.92,07/07/2009,,
06029,CT,5.52,44325.61,07/07/2009,,
06420,CT,6.75,50182.78,07/01/2009,,
06076,CT,7.56,67532.0,07/01/2009,,
06371,CT,5.76,45340.2,06/30/2009,,
06043,CT,7.02,50668.0,06/30/2009,,
06417,CT,9.95,80846.59,06/30/2009,,
06249,CT,4.2,38930.62,06/30/2009,,
06250,CT,8.19,61555.93,06/30/2009,,
06611,CT,5.4,47850.0,06/30/2009,,
06109,CT,4.76,41741.32,06/30/2009,,
06460,CT,4.92,44880.0,06/30/2009,,
06612,CT,3.87,37930.56,06/30/2009,,
06033,CT,5.95,50147.05,06/30/2009,,
06877,CT,460.35,3305314.0,06/29/2009,,
06107,CT,77.0,575535.0,06/24/2009,,
06235,CT,5.52,48601.74,06/22/2009,,
06611,CT,7.18,52575.0,06/22/2009,,
06268,CT,5.1,47116.0,06/22/2009,,
06268,CT,2.88,27385.89,06/22/2009,,
06468,CT,224.48,1457701.81,06/22/2009,,
06784,CT,5.52,46920.0,06/15/2009,,
06001,CT,5.04,40068.0,06/15/2009,,
06039,CT,3.87,42068.0,06/15/2009,,
06401,CT,5.4,43600.0,06/15/2009,,
06260,CT,2.72,24175.2,06/15/2009,,
06469,CT,4.08,35256.16,06/15/2009,,
06063,CT,4.2,33893.47,06/15/2009,,
06795,CT,7.2,63136.0,06/15/2009,,
06824,CT,9.07,72122.4,06/12/2009,,
06776,CT,11.04,91080.0,06/12/2009,,
06030,CT,7.02,60447.04,06/12/2009,,
06030,CT,7.02,59304.88,06/12/2009,,
06320,CT,10.92,84872.44,06/12/2009,,
06798,CT,3.74,28449.0,06/12/2009,,
06488,CT,3.06,25746.0,06/12/2009,,
06412,CT,5.6,55112.24,06/12/2009,,
06063,CT,5.04,42328.0,06/04/2009,,
06611,CT,7.2,57370.0,06/03/2009,,
06470,CT,5.46,45495.0,06/03/2009,,
06804,CT,7.8,64130.0,06/03/2009,,
06790,CT,4.14,33120.0,06/03/2009,,
06812,CT,6.3,51800.0,06/03/2009,,
06232,CT,8.28,64584.0,06/03/2009,,
06111,CT,8.28,66240.0,06/03/2009,,
06063,CT,7.02,60368.0,06/03/2009,,
06231,CT,7.36,56304.01,06/03/2009,,
06830,CT,4.05,33210.0,06/01/2009,,
06242,CT,7.2,57240.0,06/01/2009,,
06824,CT,9.2,70680.0,06/01/2009,,
06378,CT,11.04,83830.55,06/01/2009,,
06068,CT,11.04,93840.0,06/01/2009,,
06405,CT,11.04,99040.0,06/01/2009,,
06234,CT,7.2,57174.45,06/01/2009,,
06281,CT,10.32,101647.64,06/01/2009,,
06335,CT,10.97,77253.51,06/01/2009,,
06001,CT,6.34,48948.0,06/01/2009,,
06478,CT,8.1,62775.0,05/22/2009,,
06477,CT,5.1,39330.0,05/22/2009,,
06335,CT,10.13,73620.03,05/22/2009,,
06379,CT,10.32,83869.79,05/22/2009,,
06069,CT,11.04,97150.0,05/15/2009,,
06791,CT,5.52,45608.0,05/15/2009,,
06878,CT,3.6,31400.0,05/15/2009,,
06612,CT,4.92,35950.0,05/15/2009,,
06810,CT,4.8,46800.0,05/15/2009,,
06470,CT,9.66,62389.0,05/15/2009,,
06705,CT,6.9,54855.0,05/08/2009,,
06705,CT,9.2,71300.0,05/08/2009,,
06415,CT,7.02,56753.0,05/08/2009,,
06420,CT,6.9,56749.97,05/08/2009,,
06259,CT,5.52,46393.04,05/08/2009,,
06405,CT,4.6,37513.23,05/08/2009,,
06247,CT,7.56,60211.76,05/08/2009,,
06250,CT,7.74,58834.24,05/08/2009,,
06371,CT,7.2,59279.0,05/08/2009,,
06778,CT,8.1,81810.0,05/08/2009,,
06850,CT,4.95,49831.2,05/08/2009,,
06040,CT,36.3,303047.0,05/05/2009,,
06512,CT,8.28,65929.51,04/30/2009,,
06751,CT,8.1,63585.0,04/30/2009,,
06801,CT,9.36,78578.0,04/30/2009,,
06057,CT,8.16,56392.0,04/30/2009,,
06422,CT,5.7,59600.0,04/30/2009,,
06896,CT,4.05,35092.51,04/30/2009,,
06040,CT,7.14,59262.0,04/23/2009,,
06791,CT,5.54,49480.0,04/23/2009,,
06076,CT,6.3,56454.0,04/23/2009,,
06016,CT,6.3,51842.0,04/23/2009,,
06040,CT,8.8,76560.0,04/23/2009,,
06002,CT,5.0,43750.0,04/23/2009,,
06478,CT,6.9,54510.0,04/23/2009,,
06105,CT,8.82,67543.0,04/23/2009,,
06016,CT,6.3,50640.0,04/23/2009,,
06370,CT,9.0,73529.5,04/23/2009,,
06351,CT,10.2,70625.0,04/23/2009,,
06757,CT,7.56,60480.0,04/23/2009,,
06416,CT,9.36,66449.0,04/23/2009,,
06070,CT,7.2,56403.0,04/23/2009,,
06614,CT,3.15,23220.5,04/23/2009,,
06784,CT,5.52,44160.0,04/20/2009,,
06498,CT,5.52,44160.0,04/20/2009,,
06810,CT,5.85,53590.0,04/20/2009,,
06335,CT,5.85,49886.28,04/20/2009,,
06375,CT,8.28,62618.07,04/20/2009,,
06111,CT,5.85,50316.0,04/20/2009,,
06460,CT,6.9,57618.0,04/20/2009,,
06109,CT,9.89,80120.0,04/20/2009,,
06338,CT,4.2,32603.23,04/20/2009,,
06111,CT,10.13,75937.5,04/20/2009,,
06795,CT,7.74,56115.01,04/20/2009,,
06070,CT,4.8,40532.0,04/20/2009,,
06516,CT,4.14,37440.0,04/20/2009,,
06069,CT,5.4,44280.0,04/20/2009,,
06752,CT,2.76,23184.0,04/20/2009,,
06831,CT,21.6,207000.0,04/20/2009,,
06820,CT,85.5,700000.0,04/15/2009,,
06614,CT,52.2,425430.0,04/09/2009,,
06238,CT,10.08,94752.0,04/07/2009,,
06043,CT,4.83,38640.0,04/07/2009,,
06071,CT,5.04,41833.0,04/07/2009,,
06016,CT,4.2,34020.0,04/07/2009,,
06042,CT,10.08,76429.0,04/07/2009,,
06071,CT,11.04,90573.8,04/07/2009,,
06812,CT,5.4,52347.0,04/07/2009,,
06066,CT,12.88,105873.0,04/07/2009,,
06897,CT,7.56,57804.0,04/07/2009,,
06824,CT,3.01,26271.0,04/03/2009,,
06455,CT,6.21,49369.5,04/02/2009,,
06460,CT,4.6,36340.0,04/02/2009,,
06524,CT,3.68,29020.0,04/02/2009,,
06074,CT,5.13,46092.0,04/02/2009,,
06066,CT,1.44,14400.0,04/02/2009,,
06716,CT,9.2,77150.0,04/02/2009,,
06460,CT,8.28,64570.0,04/02/2009,,
06351,CT,8.1,70000.0,04/02/2009,,
06032,CT,18.63,148108.5,04/02/2009,,
06512,CT,5.88,44982.0,04/02/2009,,
06378,CT,7.56,60880.0,04/02/2009,,
06351,CT,8.1,59980.5,04/02/2009,,
06469,CT,8.28,62240.47,04/02/2009,,
06024,CT,7.36,62050.0,04/02/2009,,
06524,CT,7.56,58803.0,04/02/2009,,
06351,CT,10.08,79337.0,04/02/2009,,
06331,CT,8.4,66360.0,04/02/2009,,
06359,CT,8.82,67340.1,04/02/2009,,
06016,CT,5.67,47345.0,04/02/2009,,
06370,CT,6.21,51432.5,04/02/2009,,
06405,CT,3.68,31775.32,04/02/2009,,
06030,CT,7.02,60654.04,04/02/2009,,
06516,CT,6.02,49063.0,04/02/2009,,
06050,CT,7.56,60192.72,04/02/2009,,
06039,CT,10.8,87480.0,04/02/2009,,
06405,CT,4.14,35393.0,04/02/2009,,
06419,CT,3.87,31043.61,04/01/2009,,
06790,CT,3.6,30600.0,03/23/2009,,
06333,CT,7.6,64982.0,03/23/2009,,
06776,CT,4.83,41207.0,03/23/2009,,
06470,CT,8.19,64864.0,03/23/2009,,
06810,CT,7.6,64710.0,03/23/2009,,
06043,CT,7.56,58649.0,03/23/2009,,
06880,CT,5.04,43494.0,03/23/2009,,
06824,CT,4.05,34195.0,03/23/2009,,
06405,CT,7.56,57764.77,03/23/2009,,
06824,CT,10.8,85680.0,03/23/2009,,
06484,CT,198.72,1510000.0,03/19/2009,,
06405,CT,5.82,48300.0,03/16/2009,,
06824,CT,8.1,63002.2,03/16/2009,,
06798,CT,4.52,34991.25,03/16/2009,,
06447,CT,8.28,58788.0,03/16/2009,,
06484,CT,5.16,43480.0,03/16/2009,,
06092,CT,6.93,67211.0,03/16/2009,,
06418,CT,96.92,720974.0,03/16/2009,,
06019,CT,8.1,69070.0,03/13/2009,,
06417,CT,6.72,51032.19,03/13/2009,,
06385,CT,10.75,78728.34,03/13/2009,,
06069,CT,5.4,49807.0,03/13/2009,,
06340,CT,8.1,61214.65,03/13/2009,,
06838,CT,5.4,38275.0,03/13/2009,,
06753,CT,11.04,96687.0,03/13/2009,,
06268,CT,9.66,74819.0,03/13/2009,,
06040,CT,5.67,45406.0,03/13/2009,,
06784,CT,5.4,44280.0,03/13/2009,,
06355,CT,5.16,40137.82,03/13/2009,,
06062,CT,130.9,920025.0,03/11/2009,,
06259,CT,5.81,45663.12,03/09/2009,,
06095,CT,5.16,42054.01,03/09/2009,,
06373,CT,4.05,32577.52,03/09/2009,,
06035,CT,9.46,71391.0,03/09/2009,,
06106,CT,8.0,68065.0,03/06/2009,,
06517,CT,4.68,39682.0,03/06/2009,,
06484,CT,9.0,78300.0,03/06/2009,,
06420,CT,7.02,56050.0,03/06/2009,,
06902,CT,350.35,2417415.0,03/05/2009,,
06268,CT,4.14,37894.0,03/04/2009,,
06515,CT,3.68,31360.0,03/04/2009,,
06489,CT,10.12,82478.0,03/04/2009,,
06437,CT,10.4,82000.0,03/03/2009,,
06413,CT,7.78,68500.0,03/03/2009,,
06237,CT,6.0,49500.0,03/03/2009,,
06068,CT,10.8,84240.0,03/03/2009,,
06754,CT,11.04,93840.0,03/03/2009,,
06426,CT,4.8,39560.0,03/03/2009,,
06750,CT,5.4,45090.0,03/03/2009,,
06068,CT,4.05,35948.0,03/03/2009,,
06790,CT,4.92,41935.0,03/03/2009,,
06810,CT,8.6,70952.0,03/03/2009,,
06035,CT,6.45,52210.0,03/03/2009,,
06830,CT,10.13,56983.5,03/03/2009,,
06525,CT,10.0,85150.0,02/26/2009,,
06457,CT,13.68,149000.0,02/19/2009,,
06442,CT,236.9,1720000.0,02/18/2009,,
06795,CT,225.72,1578812.0,02/17/2009,,
06473,CT,190.44,1320361.0,02/13/2009,,
06405,CT,12.0,101240.0,02/11/2009,,
06417,CT,225.72,1669692.0,02/11/2009,,
06770,CT,385.39,2894000.0,02/11/2009,,
06457,CT,1.68,15118.0,02/09/2009,,
06470,CT,10.92,86875.0,02/09/2009,,
06001,CT,5.6,48500.0,02/09/2009,,
06359,CT,9.43,72945.26,02/09/2009,,
06457,CT,5.88,48630.14,02/09/2009,,
06033,CT,5.25,42000.0,02/09/2009,,
06330,CT,8.64,73212.0,02/09/2009,,
06420,CT,6.9,52774.45,02/09/2009,,
06824,CT,2.25,19832.51,02/09/2009,,
06371,CT,4.86,38931.93,02/09/2009,,
06483,CT,5.52,44160.0,02/09/2009,,
06247,CT,7.74,58437.0,02/09/2009,,
06611,CT,4.3,35230.6,02/09/2009,,
06235,CT,6.45,48999.54,02/09/2009,,
06067,CT,2.52,22925.0,02/09/2009,,
06378,CT,10.32,87881.87,02/09/2009,,
06355,CT,10.8,80604.05,02/09/2009,,
06365,CT,10.32,72529.32,02/09/2009,,
06060,CT,7.0,71349.0,02/09/2009,,
06071,CT,5.67,47945.0,02/09/2009,,
06378,CT,10.5,76237.51,02/09/2009,,
06378,CT,10.58,79920.33,02/09/2009,,
06019,CT,8.78,66195.0,02/09/2009,,
06070,CT,6.3,51347.0,02/09/2009,,
06423,CT,10.32,91694.02,02/09/2009,,
